country_name,country_code,year,value
Africa Western and Central,AFW,1961,11173212080
Africa Western and Central,AFW,1962,11990534018
Africa Western and Central,AFW,1963,12727688165
Africa Western and Central,AFW,1964,13898109284
Africa Western and Central,AFW,1965,14929792388
Africa Western and Central,AFW,1966,15910837742
Africa Western and Central,AFW,1967,14510579889
Africa Western and Central,AFW,1968,14968235782
Africa Western and Central,AFW,1969,16979315745
Africa Western and Central,AFW,1970,23596163865
Africa Western and Central,AFW,1971,20936358634
Africa Western and Central,AFW,1972,25386169423
Africa Western and Central,AFW,1973,31975594565
Africa Western and Central,AFW,1974,44416677335
Africa Western and Central,AFW,1975,51667190242
Africa Western and Central,AFW,1976,62351622300
Africa Western and Central,AFW,1977,65595122956
Africa Western and Central,AFW,1978,71496496574
Africa Western and Central,AFW,1979,88948338390
Africa Western and Central,AFW,1980,1.12E+11
Africa Western and Central,AFW,1981,2.11E+11
Africa Western and Central,AFW,1982,1.87E+11
Africa Western and Central,AFW,1983,1.38E+11
Africa Western and Central,AFW,1984,1.15E+11
Africa Western and Central,AFW,1985,1.17E+11
Africa Western and Central,AFW,1986,1.08E+11
Africa Western and Central,AFW,1987,1.11E+11
Africa Western and Central,AFW,1988,1.09E+11
Africa Western and Central,AFW,1989,1.02E+11
Africa Western and Central,AFW,1990,1.22E+11
Africa Western and Central,AFW,1991,1.18E+11
Africa Western and Central,AFW,1992,1.19E+11
Africa Western and Central,AFW,1993,99272180411
Africa Western and Central,AFW,1994,86636400266
Africa Western and Central,AFW,1995,1.09E+11
Africa Western and Central,AFW,1996,1.26E+11
Africa Western and Central,AFW,1997,1.28E+11
Africa Western and Central,AFW,1998,1.31E+11
Africa Western and Central,AFW,1999,1.38E+11
Africa Western and Central,AFW,2000,1.41E+11
Africa Western and Central,AFW,2001,1.49E+11
Africa Western and Central,AFW,2002,1.77E+11
Africa Western and Central,AFW,2003,2.05E+11
Africa Western and Central,AFW,2004,2.54E+11
Africa Western and Central,AFW,2005,3.11E+11
Africa Western and Central,AFW,2006,3.97E+11
Africa Western and Central,AFW,2007,4.65E+11
Africa Western and Central,AFW,2008,5.68E+11
Africa Western and Central,AFW,2009,5.08E+11
Africa Western and Central,AFW,2010,5.99E+11
Africa Western and Central,AFW,2011,6.82E+11
Africa Western and Central,AFW,2012,7.38E+11
Africa Western and Central,AFW,2013,8.34E+11
Africa Western and Central,AFW,2014,8.94E+11
Africa Western and Central,AFW,2015,7.69E+11
Africa Western and Central,AFW,2016,6.91E+11
Africa Western and Central,AFW,2017,6.85E+11
Africa Western and Central,AFW,2018,7.67E+11
Africa Western and Central,AFW,2019,8.23E+11
Africa Western and Central,AFW,2020,7.86E+11
Africa Western and Central,AFW,2021,8.44E+11
Africa Western and Central,AFW,2022,8.78E+11
Albania,ALB,1984,1857338012
Albania,ALB,1985,1897050133
Albania,ALB,1986,2097326250
Albania,ALB,1987,2080796250
Albania,ALB,1988,2051236250
Albania,ALB,1989,2253090000
Albania,ALB,1990,2028553750
Albania,ALB,1991,1099559028
Albania,ALB,1992,652174990.8
Albania,ALB,1993,1185315468
Albania,ALB,1994,1880950858
Albania,ALB,1995,2392764853
Albania,ALB,1996,3199640826
Albania,ALB,1997,2258513974
Albania,ALB,1998,2545964541
Albania,ALB,1999,3212121651
Albania,ALB,2000,3480355258
Albania,ALB,2001,3922100794
Albania,ALB,2002,4348068242
Albania,ALB,2003,5611496257
Albania,ALB,2004,7184685782
Albania,ALB,2005,8052077209
Albania,ALB,2006,8896074996
Albania,ALB,2007,10677324873
Albania,ALB,2008,12881352878
Albania,ALB,2009,12044205572
Albania,ALB,2010,11926926654
Albania,ALB,2011,12890760273
Albania,ALB,2012,12319834233
Albania,ALB,2013,12776224537
Albania,ALB,2014,13228147516
Albania,ALB,2015,11386853143
Albania,ALB,2016,11861199831
Albania,ALB,2017,13019726212
Albania,ALB,2018,15156424062
Albania,ALB,2019,15401826081
Albania,ALB,2020,15162734205
Albania,ALB,2021,17930565119
Albania,ALB,2022,18882095518
Algeria,DZA,1960,2723615449
Algeria,DZA,1961,2434747054
Algeria,DZA,1962,2001444542
Algeria,DZA,1963,2702982015
Algeria,DZA,1964,2909316433
Algeria,DZA,1965,3136284304
Algeria,DZA,1966,3039859185
Algeria,DZA,1967,3370870374
Algeria,DZA,1968,3852147024
Algeria,DZA,1969,4257253261
Algeria,DZA,1970,4863526893
Algeria,DZA,1971,5077182746
Algeria,DZA,1972,6766744028
Algeria,DZA,1973,8707858006
Algeria,DZA,1974,13209871629
Algeria,DZA,1975,15557901445
Algeria,DZA,1976,17728240937
Algeria,DZA,1977,20972112004
Algeria,DZA,1978,26364491320
Algeria,DZA,1979,33243709744
Algeria,DZA,1980,42345829090
Algeria,DZA,1981,44348587046
Algeria,DZA,1982,45207170762
Algeria,DZA,1983,48801369811
Algeria,DZA,1984,53698548298
Algeria,DZA,1985,57937868670
Algeria,DZA,1986,63692012412
Algeria,DZA,1987,66745822963
Algeria,DZA,1988,59089400190
Algeria,DZA,1989,55634719135
Algeria,DZA,1990,62048505222
Algeria,DZA,1991,45715676428
Algeria,DZA,1992,48003133347
Algeria,DZA,1993,49945585166
Algeria,DZA,1994,42543177031
Algeria,DZA,1995,41764291964
Algeria,DZA,1996,46941553940
Algeria,DZA,1997,48177612042
Algeria,DZA,1998,48187781711
Algeria,DZA,1999,48640671735
Algeria,DZA,2000,54790398813
Algeria,DZA,2001,54744698044
Algeria,DZA,2002,56760355865
Algeria,DZA,2003,67863850334
Algeria,DZA,2004,85332581189
Algeria,DZA,2005,1.03E+11
Algeria,DZA,2006,1.17E+11
Algeria,DZA,2007,1.35E+11
Algeria,DZA,2008,1.71E+11
Algeria,DZA,2009,1.37E+11
Algeria,DZA,2010,1.61E+11
Algeria,DZA,2011,2.00E+11
Algeria,DZA,2012,2.09E+11
Algeria,DZA,2013,2.10E+11
Algeria,DZA,2014,2.14E+11
Algeria,DZA,2015,1.66E+11
Algeria,DZA,2016,1.60E+11
Algeria,DZA,2017,1.70E+11
Algeria,DZA,2018,1.75E+11
Algeria,DZA,2019,1.72E+11
Algeria,DZA,2020,1.46E+11
Algeria,DZA,2021,1.63E+11
Algeria,DZA,2022,1.92E+11
American Samoa,ASM,2002,512000000
American Samoa,ASM,2003,524000000
American Samoa,ASM,2004,509000000
American Samoa,ASM,2005,500000000
American Samoa,ASM,2006,493000000
American Samoa,ASM,2007,518000000
American Samoa,ASM,2008,560000000
American Samoa,ASM,2009,675000000
American Samoa,ASM,2010,573000000
American Samoa,ASM,2011,570000000
American Samoa,ASM,2012,640000000
American Samoa,ASM,2013,638000000
American Samoa,ASM,2014,643000000
American Samoa,ASM,2015,673000000
American Samoa,ASM,2016,671000000
American Samoa,ASM,2017,612000000
American Samoa,ASM,2018,639000000
American Samoa,ASM,2019,647000000
American Samoa,ASM,2020,716000000
American Samoa,ASM,2021,709000000
Andorra,AND,1970,78617622.62
Andorra,AND,1971,89406587.66
Andorra,AND,1972,113414399.2
Andorra,AND,1973,150841573.5
Andorra,AND,1974,186557164
Andorra,AND,1975,220112879.8
Andorra,AND,1976,227284061.5
Andorra,AND,1977,253998001.2
Andorra,AND,1978,308020288.9
Andorra,AND,1979,411548365.7
Andorra,AND,1980,446377571.5
Andorra,AND,1981,388982990.5
Andorra,AND,1982,375914806.5
Andorra,AND,1983,327849981.5
Andorra,AND,1984,330073057
Andorra,AND,1985,346742876.3
Andorra,AND,1986,481996191.3
Andorra,AND,1987,611300147.3
Andorra,AND,1988,721425971.8
Andorra,AND,1989,795489464
Andorra,AND,1990,1028989394
Andorra,AND,1991,1106891025
Andorra,AND,1992,1209992650
Andorra,AND,1993,1007090915
Andorra,AND,1994,1017544675
Andorra,AND,1995,1178745314
Andorra,AND,1996,1224023416
Andorra,AND,1997,1180646068
Andorra,AND,1998,1211953954
Andorra,AND,1999,1239840270
Andorra,AND,2000,1429048106
Andorra,AND,2001,1546912332
Andorra,AND,2002,1755989899
Andorra,AND,2003,2361635782
Andorra,AND,2004,2895047587
Andorra,AND,2005,3159826892
Andorra,AND,2006,3456265062
Andorra,AND,2007,3952397735
Andorra,AND,2008,4085781939
Andorra,AND,2009,3674188229
Andorra,AND,2010,3449925739
Andorra,AND,2011,3629133575
Andorra,AND,2012,3188652765
Andorra,AND,2013,3193512950
Andorra,AND,2014,3271685597
Andorra,AND,2015,2789881259
Andorra,AND,2016,2896610480
Andorra,AND,2017,3000162081
Andorra,AND,2018,3218419897
Andorra,AND,2019,3155149348
Andorra,AND,2020,2891001149
Andorra,AND,2021,3325145407
Andorra,AND,2022,3352032737
Angola,AGO,1980,5930503401
Angola,AGO,1981,5550483036
Angola,AGO,1982,5550483036
Angola,AGO,1983,5784341596
Angola,AGO,1984,6131475065
Angola,AGO,1985,7554065410
Angola,AGO,1986,7072536109
Angola,AGO,1987,8084412414
Angola,AGO,1988,8769836769
Angola,AGO,1989,10201780977
Angola,AGO,1990,11229515599
Angola,AGO,1991,12704558517
Angola,AGO,1992,15114352005
Angola,AGO,1993,11051939102
Angola,AGO,1994,3390500000
Angola,AGO,1995,5561222222
Angola,AGO,1996,7526963964
Angola,AGO,1997,7648377413
Angola,AGO,1998,6506229607
Angola,AGO,1999,6152922943
Angola,AGO,2000,9129594819
Angola,AGO,2001,8936079253
Angola,AGO,2002,15285592487
Angola,AGO,2003,17812704626
Angola,AGO,2004,23552057820
Angola,AGO,2005,36970901025
Angola,AGO,2006,52381025105
Angola,AGO,2007,65266415707
Angola,AGO,2008,88538664888
Angola,AGO,2009,70307196477
Angola,AGO,2010,81699526881
Angola,AGO,2011,1.09E+11
Angola,AGO,2012,1.25E+11
Angola,AGO,2013,1.33E+11
Angola,AGO,2014,1.37E+11
Angola,AGO,2015,87219300385
Angola,AGO,2016,49840491178
Angola,AGO,2017,68972769396
Angola,AGO,2018,77792944472
Angola,AGO,2019,69309110146
Angola,AGO,2020,50241368244
Angola,AGO,2021,65685435100
Angola,AGO,2022,1.07E+11
Antigua and Barbuda,ATG,1977,77496753.7
Antigua and Barbuda,ATG,1978,87879341.48
Antigua and Barbuda,ATG,1979,109079978.9
Antigua and Barbuda,ATG,1980,131431026.7
Antigua and Barbuda,ATG,1981,147841734.4
Antigua and Barbuda,ATG,1982,164369278.9
Antigua and Barbuda,ATG,1983,182144093
Antigua and Barbuda,ATG,1984,208372846.3
Antigua and Barbuda,ATG,1985,240923924.8
Antigua and Barbuda,ATG,1986,290440140.7
Antigua and Barbuda,ATG,1987,337174861.9
Antigua and Barbuda,ATG,1988,398637727.8
Antigua and Barbuda,ATG,1989,438794788.5
Antigua and Barbuda,ATG,1990,459470370.4
Antigua and Barbuda,ATG,1991,481707407.4
Antigua and Barbuda,ATG,1992,499281481.5
Antigua and Barbuda,ATG,1993,535174074.1
Antigua and Barbuda,ATG,1994,589429629.6
Antigua and Barbuda,ATG,1995,577281481.5
Antigua and Barbuda,ATG,1996,633729629.6
Antigua and Barbuda,ATG,1997,680618518.5
Antigua and Barbuda,ATG,1998,727859259.3
Antigua and Barbuda,ATG,1999,766200000
Antigua and Barbuda,ATG,2000,826370370.4
Antigua and Barbuda,ATG,2001,800481481.5
Antigua and Barbuda,ATG,2002,814381481.5
Antigua and Barbuda,ATG,2003,856396296.3
Antigua and Barbuda,ATG,2004,919729629.6
Antigua and Barbuda,ATG,2005,1022962963
Antigua and Barbuda,ATG,2006,1157662963
Antigua and Barbuda,ATG,2007,1312759259
Antigua and Barbuda,ATG,2008,1370070370
Antigua and Barbuda,ATG,2009,1228329630
Antigua and Barbuda,ATG,2010,1148700000
Antigua and Barbuda,ATG,2011,1137637037
Antigua and Barbuda,ATG,2012,1199948148
Antigua and Barbuda,ATG,2013,1181448148
Antigua and Barbuda,ATG,2014,1249733333
Antigua and Barbuda,ATG,2015,1336692593
Antigua and Barbuda,ATG,2016,1436585185
Antigua and Barbuda,ATG,2017,1467955556
Antigua and Barbuda,ATG,2018,1604770370
Antigua and Barbuda,ATG,2019,1675403704
Antigua and Barbuda,ATG,2020,1416348148
Antigua and Barbuda,ATG,2021,1560518519
Antigua and Barbuda,ATG,2022,1757603704
Arab World,ARB,1968,34715404211
Arab World,ARB,1969,37827652252
Arab World,ARB,1970,42768536551
Arab World,ARB,1971,49428519673
Arab World,ARB,1972,58935857749
Arab World,ARB,1973,74780454402
Arab World,ARB,1974,1.42E+11
Arab World,ARB,1975,1.57E+11
Arab World,ARB,1976,1.96E+11
Arab World,ARB,1977,2.26E+11
Arab World,ARB,1978,2.50E+11
Arab World,ARB,1979,3.38E+11
Arab World,ARB,1980,4.60E+11
Arab World,ARB,1981,4.75E+11
Arab World,ARB,1982,4.45E+11
Arab World,ARB,1983,4.18E+11
Arab World,ARB,1984,4.26E+11
Arab World,ARB,1985,4.19E+11
Arab World,ARB,1986,4.07E+11
Arab World,ARB,1987,4.41E+11
Arab World,ARB,1988,4.25E+11
Arab World,ARB,1989,4.56E+11
Arab World,ARB,1990,6.44E+11
Arab World,ARB,1991,4.72E+11
Arab World,ARB,1992,4.74E+11
Arab World,ARB,1993,4.83E+11
Arab World,ARB,1994,5.08E+11
Arab World,ARB,1995,5.56E+11
Arab World,ARB,1996,6.14E+11
Arab World,ARB,1997,6.62E+11
Arab World,ARB,1998,6.49E+11
Arab World,ARB,1999,7.17E+11
Arab World,ARB,2000,8.20E+11
Arab World,ARB,2001,8.03E+11
Arab World,ARB,2002,8.08E+11
Arab World,ARB,2003,8.94E+11
Arab World,ARB,2004,1.06E+12
Arab World,ARB,2005,1.30E+12
Arab World,ARB,2006,1.55E+12
Arab World,ARB,2007,1.80E+12
Arab World,ARB,2008,2.26E+12
Arab World,ARB,2009,1.99E+12
Arab World,ARB,2010,2.33E+12
Arab World,ARB,2011,2.56E+12
Arab World,ARB,2012,2.80E+12
Arab World,ARB,2013,2.86E+12
Arab World,ARB,2014,2.91E+12
Arab World,ARB,2015,2.55E+12
Arab World,ARB,2016,2.54E+12
Arab World,ARB,2017,2.64E+12
Arab World,ARB,2018,2.84E+12
Arab World,ARB,2019,2.87E+12
Arab World,ARB,2020,2.53E+12
Arab World,ARB,2021,2.93E+12
Arab World,ARB,2022,3.56E+12
Argentina,ARG,1962,24450604878
Argentina,ARG,1963,18272123664
Argentina,ARG,1964,25605249382
Argentina,ARG,1965,28344705967
Argentina,ARG,1966,28630474728
Argentina,ARG,1967,24256667553
Argentina,ARG,1968,26436857247
Argentina,ARG,1969,31256284544
Argentina,ARG,1970,31584210366
Argentina,ARG,1971,33293199095
Argentina,ARG,1972,34733000536
Argentina,ARG,1973,52544000117
Argentina,ARG,1974,72436777342
Argentina,ARG,1975,52438647922
Argentina,ARG,1976,51169499892
Argentina,ARG,1977,56781000101
Argentina,ARG,1978,89049453088
Argentina,ARG,1979,69252328952
Argentina,ARG,1980,76961923741
Argentina,ARG,1981,78676842367
Argentina,ARG,1982,84307486837
Argentina,ARG,1983,1.04E+11
Argentina,ARG,1984,1.17E+11
Argentina,ARG,1985,88150891728
Argentina,ARG,1986,1.06E+11
Argentina,ARG,1987,1.09E+11
Argentina,ARG,1988,1.27E+11
Argentina,ARG,1989,76629728760
Argentina,ARG,1990,1.41E+11
Argentina,ARG,1991,1.90E+11
Argentina,ARG,1992,2.29E+11
Argentina,ARG,1993,2.37E+11
Argentina,ARG,1994,2.57E+11
Argentina,ARG,1995,2.58E+11
Argentina,ARG,1996,2.72E+11
Argentina,ARG,1997,2.93E+11
Argentina,ARG,1998,2.99E+11
Argentina,ARG,1999,2.84E+11
Argentina,ARG,2000,2.84E+11
Argentina,ARG,2001,2.69E+11
Argentina,ARG,2002,97724004252
Argentina,ARG,2003,1.28E+11
Argentina,ARG,2004,1.65E+11
Argentina,ARG,2005,1.99E+11
Argentina,ARG,2006,2.33E+11
Argentina,ARG,2007,2.88E+11
Argentina,ARG,2008,3.62E+11
Argentina,ARG,2009,3.33E+11
Argentina,ARG,2010,4.24E+11
Argentina,ARG,2011,5.30E+11
Argentina,ARG,2012,5.46E+11
Argentina,ARG,2013,5.52E+11
Argentina,ARG,2014,5.26E+11
Argentina,ARG,2015,5.95E+11
Argentina,ARG,2016,5.58E+11
Argentina,ARG,2017,6.44E+11
Argentina,ARG,2018,5.25E+11
Argentina,ARG,2019,4.48E+11
Argentina,ARG,2020,3.86E+11
Argentina,ARG,2021,4.87E+11
Argentina,ARG,2022,6.33E+11
Armenia,ARM,1990,2256838858
Armenia,ARM,1991,2069870130
Armenia,ARM,1992,1272835453
Armenia,ARM,1993,1201312829
Armenia,ARM,1994,1315158637
Armenia,ARM,1995,1468317435
Armenia,ARM,1996,1596968946
Armenia,ARM,1997,1639492445
Armenia,ARM,1998,1893726437
Armenia,ARM,1999,1845482173
Armenia,ARM,2000,1911563669
Armenia,ARM,2001,2118467913
Armenia,ARM,2002,2376335048
Armenia,ARM,2003,2807061009
Armenia,ARM,2004,3576615240
Armenia,ARM,2005,4900469515
Armenia,ARM,2006,6384452071
Armenia,ARM,2007,9206301264
Armenia,ARM,2008,11662040704
Armenia,ARM,2009,8647937091
Armenia,ARM,2010,9260285762
Armenia,ARM,2011,10142111812
Armenia,ARM,2012,10619320693
Armenia,ARM,2013,11121464430
Armenia,ARM,2014,11609513241
Armenia,ARM,2015,10553337528
Armenia,ARM,2016,10546136240
Armenia,ARM,2017,11527458713
Armenia,ARM,2018,12457940705
Armenia,ARM,2019,13619290546
Armenia,ARM,2020,12641698594
Armenia,ARM,2021,13861409969
Armenia,ARM,2022,19502783988
Aruba,ABW,1986,405586592.2
Aruba,ABW,1987,487709497.2
Aruba,ABW,1988,596648044.7
Aruba,ABW,1989,695530726.3
Aruba,ABW,1990,764804469.3
Aruba,ABW,1991,872067039.1
Aruba,ABW,1992,958659217.9
Aruba,ABW,1993,1083240223
Aruba,ABW,1994,1245810056
Aruba,ABW,1995,1320670391
Aruba,ABW,1996,1379888268
Aruba,ABW,1997,1531843575
Aruba,ABW,1998,1665363128
Aruba,ABW,1999,1722905028
Aruba,ABW,2000,1873184358
Aruba,ABW,2001,1896648045
Aruba,ABW,2002,1962011173
Aruba,ABW,2003,2044134078
Aruba,ABW,2004,2254748603
Aruba,ABW,2005,2359776536
Aruba,ABW,2006,2469832402
Aruba,ABW,2007,2677653631
Aruba,ABW,2008,2843016760
Aruba,ABW,2009,2553631285
Aruba,ABW,2010,2453631285
Aruba,ABW,2011,2637988827
Aruba,ABW,2012,2615083799
Aruba,ABW,2013,2727932961
Aruba,ABW,2014,2791061453
Aruba,ABW,2015,2963128492
Aruba,ABW,2016,2983798883
Aruba,ABW,2017,3092178771
Aruba,ABW,2018,3276187709
Aruba,ABW,2019,3395793855
Aruba,ABW,2020,2610038939
Aruba,ABW,2021,3126019385
Australia,AUS,1960,18606562979
Australia,AUS,1961,19682883152
Australia,AUS,1962,19922563190
Australia,AUS,1963,21539843449
Australia,AUS,1964,23801123811
Australia,AUS,1965,25976164159
Australia,AUS,1966,27307844373
Australia,AUS,1967,30442724874
Australia,AUS,1968,32714085238
Australia,AUS,1969,36683365874
Australia,AUS,1970,41333606618
Australia,AUS,1971,45216647240
Australia,AUS,1972,52042056075
Australia,AUS,1973,63832158873
Australia,AUS,1974,88963890936
Australia,AUS,1975,97304383449
Australia,AUS,1976,1.05E+11
Australia,AUS,1977,1.10E+11
Australia,AUS,1978,1.18E+11
Australia,AUS,1979,1.35E+11
Australia,AUS,1980,1.50E+11
Australia,AUS,1981,1.77E+11
Australia,AUS,1982,1.94E+11
Australia,AUS,1983,1.77E+11
Australia,AUS,1984,1.94E+11
Australia,AUS,1985,1.81E+11
Australia,AUS,1986,1.82E+11
Australia,AUS,1987,1.89E+11
Australia,AUS,1988,2.36E+11
Australia,AUS,1989,3.00E+11
Australia,AUS,1990,3.11E+11
Australia,AUS,1991,3.26E+11
Australia,AUS,1992,3.26E+11
Australia,AUS,1993,3.12E+11
Australia,AUS,1994,3.23E+11
Australia,AUS,1995,3.68E+11
Australia,AUS,1996,4.01E+11
Australia,AUS,1997,4.36E+11
Australia,AUS,1998,4.00E+11
Australia,AUS,1999,3.89E+11
Australia,AUS,2000,4.16E+11
Australia,AUS,2001,3.79E+11
Australia,AUS,2002,3.96E+11
Australia,AUS,2003,4.67E+11
Australia,AUS,2004,6.14E+11
Australia,AUS,2005,6.95E+11
Australia,AUS,2006,7.48E+11
Australia,AUS,2007,8.54E+11
Australia,AUS,2008,1.06E+12
Australia,AUS,2009,9.29E+11
Australia,AUS,2010,1.15E+12
Australia,AUS,2011,1.40E+12
Australia,AUS,2012,1.55E+12
Australia,AUS,2013,1.58E+12
Australia,AUS,2014,1.47E+12
Australia,AUS,2015,1.35E+12
Australia,AUS,2016,1.21E+12
Australia,AUS,2017,1.33E+12
Australia,AUS,2018,1.43E+12
Australia,AUS,2019,1.39E+12
Australia,AUS,2020,1.33E+12
Australia,AUS,2021,1.55E+12
Australia,AUS,2022,1.68E+12
Austria,AUT,1960,6592693841
Austria,AUT,1961,7311749633
Austria,AUT,1962,7756110210
Austria,AUT,1963,8374175258
Austria,AUT,1964,9169983886
Austria,AUT,1965,9994070616
Austria,AUT,1966,10887682273
Austria,AUT,1967,11579431669
Austria,AUT,1968,12440625313
Austria,AUT,1969,13582798556
Austria,AUT,1970,15373005557
Austria,AUT,1971,17858486067
Austria,AUT,1972,22059612477
Austria,AUT,1973,29515467707
Austria,AUT,1974,35189299912
Austria,AUT,1975,40059206763
Austria,AUT,1976,42959976222
Austria,AUT,1977,51545758888
Austria,AUT,1978,62052259073
Austria,AUT,1979,73937296963
Austria,AUT,1980,82058912997
Austria,AUT,1981,71034228443
Austria,AUT,1982,71275287570
Austria,AUT,1983,72121016547
Austria,AUT,1984,67985344887
Austria,AUT,1985,69386774408
Austria,AUT,1986,99036164939
Austria,AUT,1987,1.24E+11
Austria,AUT,1988,1.33E+11
Austria,AUT,1989,1.33E+11
Austria,AUT,1990,1.66E+11
Austria,AUT,1991,1.74E+11
Austria,AUT,1992,1.95E+11
Austria,AUT,1993,1.90E+11
Austria,AUT,1994,2.04E+11
Austria,AUT,1995,2.41E+11
Austria,AUT,1996,2.37E+11
Austria,AUT,1997,2.13E+11
Austria,AUT,1998,2.18E+11
Austria,AUT,1999,2.17E+11
Austria,AUT,2000,1.97E+11
Austria,AUT,2001,1.98E+11
Austria,AUT,2002,2.14E+11
Austria,AUT,2003,2.62E+11
Austria,AUT,2004,3.01E+11
Austria,AUT,2005,3.16E+11
Austria,AUT,2006,3.36E+11
Austria,AUT,2007,3.89E+11
Austria,AUT,2008,4.32E+11
Austria,AUT,2009,4.02E+11
Austria,AUT,2010,3.92E+11
Austria,AUT,2011,4.32E+11
Austria,AUT,2012,4.09E+11
Austria,AUT,2013,4.30E+11
Austria,AUT,2014,4.43E+11
Austria,AUT,2015,3.82E+11
Austria,AUT,2016,3.96E+11
Austria,AUT,2017,4.17E+11
Austria,AUT,2018,4.55E+11
